Gene stable ID	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	Gene name	Gene type
ENSG00000175592	65659520	65668044	11	FOSL1	protein_coding
ENSG00000175573	65684279	65686588	11	C11orf68	protein_coding
ENSG00000175550	65686728	65689032	11	DRAP1	protein_coding
ENSG00000137760	107373452	107436472	11	ALKBH8	protein_coding
ENSG00000167771	63678693	63684316	11	RCOR2	protein_coding
ENSG00000150316	94695787	94706776	11	CWC15	protein_coding
ENSG00000175467	65729160	65747299	11	SART1	protein_coding
ENSG00000182208	1490687	1522477	11	MOB2	protein_coding
ENSG00000166483	9595228	9615004	11	WEE1	protein_coding
ENSG00000110583	63706431	63724800	11	NAA40	protein_coding
ENSG00000133789	9685624	9774538	11	SWAP70	protein_coding
ENSG00000184545	1575274	1593150	11	DUSP8	protein_coding
ENSG00000110675	107461817	107537505	11	ELMOD1	protein_coding
ENSG00000175376	65764016	65769647	11	EIF1AD	protein_coding
ENSG00000176340	63742079	63744015	11	COX8A	protein_coding
ENSG00000205869	1605572	1606513	11	KRTAP5-1	protein_coding
ENSG00000205867	1618409	1619524	11	KRTAP5-2	protein_coding
ENSG00000167770	63753325	63769283	11	OTUB1	protein_coding
ENSG00000175334	65769550	65771620	11	BANF1	protein_coding
ENSG00000133812	9800214	10315754	11	SBF2	protein_coding
ENSG00000133895	64570982	64578766	11	MEN1	protein_coding
ENSG00000175315	65779312	65780976	11	CST6	protein_coding
ENSG00000070031	626431	627143	11	SCT	protein_coding
ENSG00000175294	65784223	65793988	11	CATSPER1	protein_coding
ENSG00000196224	1628795	1629693	11	KRTAP5-3	protein_coding
ENSG00000170290	107578104	107590419	11	SLN	protein_coding
ENSG00000069696	637293	640706	11	DRD4	protein_coding
ENSG00000241598	1642188	1643368	11	KRTAP5-4	protein_coding
ENSG00000185940	1651033	1652160	11	KRTAP5-5	protein_coding
ENSG00000205864	1718425	1718985	11	KRTAP5-6	protein_coding
ENSG00000244242	1753640	1771821	11	IFITM10	protein_coding
ENSG00000175229	65809423	65816651	11	GAL3ST3	protein_coding
ENSG00000110660	107661717	107799019	11	SLC35F2	protein_coding
ENSG00000177030	644233	706715	11	DEAF1	protein_coding
ENSG00000087365	65818200	65836779	11	SF3B2	protein_coding
ENSG00000117984	1773982	1785222	11	CTSD	protein_coding
ENSG00000133315	63766030	63933578	11	MACROD1	protein_coding
ENSG00000179331	107799229	107834208	11	RAB39A	protein_coding
ENSG00000186509	57791353	57949088	11	OR9Q1	protein_coding
ENSG00000126500	63870660	63886645	11	FLRT1	protein_coding
ENSG00000175115	65837834	66012218	11	PACS1	protein_coding
ENSG00000168439	63952744	63972015	11	STIP1	protein_coding
ENSG00000172381	57798402	57799403	11	OR6Q1	protein_coding
ENSG00000172377	57885972	57886916	11	OR9I1	protein_coding
ENSG00000186513	57957906	57958990	11	OR9Q2	protein_coding
ENSG00000197887	57970674	57971653	11	OR1S2	protein_coding
ENSG00000177106	694438	727727	11	EPS8L2	protein_coding
ENSG00000172774	57982217	57983195	11	OR1S1	protein_coding
ENSG00000180475	57995354	57996390	11	OR10Q1	protein_coding
ENSG00000172772	58034264	58035732	11	OR10W1	protein_coding
ENSG00000197786	58125597	58126542	11	OR5B17	protein_coding
ENSG00000171219	64590859	64612041	11	CDC42BPG	protein_coding
ENSG00000172769	58169937	58170882	11	OR5B3	protein_coding
ENSG00000172365	58189738	58190786	11	OR5B2	protein_coding
ENSG00000172362	58206593	58207646	11	OR5B12	protein_coding
ENSG00000198283	58274648	58275578	11	OR5B21	protein_coding
ENSG00000166266	107879459	107978503	11	CUL5	protein_coding
ENSG00000182170	3239174	3240043	11	MRGPRG	protein_coding
ENSG00000184350	3248928	3253616	11	MRGPRE	protein_coding
ENSG00000110031	58294344	58345693	11	LPXN	protein_coding
ENSG00000075239	107992243	108018503	11	ACAT1	protein_coding
ENSG00000005801	3360491	3400448	11	ZNF195	protein_coding
ENSG00000148926	10326227	10328944	11	ADM	protein_coding
ENSG00000110047	64619114	64655768	11	EHD1	protein_coding
ENSG00000149043	1848709	1858751	11	SYT8	protein_coding
ENSG00000174996	66024765	66035331	11	KLC2	protein_coding
ENSG00000149781	63974150	63991354	11	FERMT3	protein_coding
ENSG00000186660	58346584	58388515	11	ZFP91	protein_coding
ENSG00000242689	58390146	58393198	11	CNTF	protein_coding
ENSG00000149124	58407899	58499447	11	GLYAT	protein_coding
ENSG00000133805	10329860	10529126	11	AMPD3	protein_coding
ENSG00000174903	66036004	66044963	11	RAB1B	protein_coding
ENSG00000156689	58601542	58671688	11	GLYATL2	protein_coding
ENSG00000174871	66045661	66052772	11	CNIH2	protein_coding
ENSG00000110046	64662007	64684722	11	ATG2A	protein_coding
ENSG00000149308	108027942	108093369	11	NPAT	protein_coding
ENSG00000130598	1860219	1862910	11	TNNI2	protein_coding
ENSG00000174851	66052051	66056641	11	YIF1A	protein_coding
ENSG00000149743	63991271	63993726	11	TRPT1	protein_coding
ENSG00000179292	66059341	66064135	11	TMEM151A	protein_coding
ENSG00000174807	66081958	66084515	11	CD248	protein_coding
ENSG00000167311	3659733	3663546	11	ART5	protein_coding
ENSG00000174791	66097713	66104311	11	RIN1	protein_coding
ENSG00000149311	108093211	108239829	11	ATM	protein_coding
ENSG00000129744	3666358	3685646	11	ART1	protein_coding
ENSG00000255823	10529434	10530723	11	MTRNR2L8	protein_coding
ENSG00000110315	10533225	10562777	11	RNF141	protein_coding
ENSG00000166840	58672871	58811000	11	GLYATL1	protein_coding
ENSG00000129749	3686817	3692614	11	CHRNA10	protein_coding
ENSG00000174744	66104804	66112596	11	BRMS1	protein_coding
ENSG00000149761	63993413	63998158	11	NUDT22	protein_coding
ENSG00000130592	1874200	1913497	11	LSP1	protein_coding
ENSG00000068971	64685025	64701945	11	PPP2R5B	protein_coding
ENSG00000189057	58874658	58894883	11	FAM111B	protein_coding
ENSG00000177042	695428	705028	11	TMEM80	protein_coding
ENSG00000166801	58910221	58922512	11	FAM111A	protein_coding
ENSG00000110011	63997750	64001758	11	DNAJC4	protein_coding
ENSG00000133800	10578513	10633236	11	LYVE1	protein_coding
ENSG00000174684	66112843	66115163	11	B3GNT1	protein_coding
ENSG00000110042	58938903	58976060	11	DTX4	protein_coding
ENSG00000149735	64701943	64703360	11	GPHA2	protein_coding
ENSG00000174669	66129992	66139685	11	SLC29A2	protein_coding
ENSG00000168070	64704989	64739557	11	C11orf85	protein_coding
ENSG00000177156	747329	765024	11	TALDO1	protein_coding
ENSG00000173511	64002010	64006259	11	VEGFB	protein_coding
ENSG00000174576	66188475	66194178	11	NPAS4	protein_coding
ENSG00000168062	64755415	64764517	11	BATF2	protein_coding
ENSG00000072952	10594638	10715535	11	MRVI1	protein_coding
ENSG00000110713	3692313	3819022	11	NUP98	protein_coding
ENSG00000173486	64008475	64011604	11	FKBP2	protein_coding
ENSG00000213465	64781585	64789656	11	ARL2	protein_coding
ENSG00000174547	66202546	66234209	11	MRPL11	protein_coding
ENSG00000177225	767220	777488	11	PDDC1	protein_coding
ENSG00000173457	64011956	64014413	11	PPP1R14B	protein_coding
ENSG00000174516	66234216	66244808	11	PELI3	protein_coding
ENSG00000197629	58975983	58980424	11	MPEG1	protein_coding
ENSG00000176495	59131885	59132921	11	OR5AN1	protein_coding
ENSG00000172324	59189416	59190449	11	OR5A2	protein_coding
ENSG00000172320	59210617	59211667	11	OR5A1	protein_coding
ENSG00000166884	59224411	59225464	11	OR4D6	protein_coding
ENSG00000254466	59244846	59245869	11	OR4D10	protein_coding
ENSG00000273003	64781654	64808042	11	RP11-399J13.3	protein_coding
ENSG00000176200	59271049	59271984	11	OR4D11	protein_coding
ENSG00000172742	59282386	59283330	11	OR4D9	protein_coding
ENSG00000110048	59341871	59383617	11	OSBP	protein_coding
ENSG00000110025	64794880	64808044	11	SNX15	protein_coding
ENSG00000149782	64018995	64036622	11	PLCB3	protein_coding
ENSG00000166889	59404189	59436453	11	PATL1	protein_coding
ENSG00000254986	66247484	66277130	11	DPP3	protein_coding
ENSG00000168061	64808373	64812300	11	SAC3D1	protein_coding
ENSG00000166323	108179246	108338258	11	C11orf65	protein_coding
ENSG00000168060	64812290	64826021	11	NAALADL1	protein_coding
ENSG00000130595	1940792	1959936	11	TNNT3	protein_coding
ENSG00000002330	64037302	64052176	11	BAD	protein_coding
ENSG00000198730	10772534	10801290	11	CTR9	protein_coding
ENSG00000173264	64037534	64056972	11	GPR137	protein_coding
ENSG00000256349	66276550	66301084	11	CTD-3074O7.11	protein_coding
ENSG00000174483	66278077	66301098	11	BBS1	protein_coding
ENSG00000172289	59480296	59481337	11	OR10V1	protein_coding
ENSG00000178202	108342832	108369159	11	KDELC2	protein_coding
ENSG00000166900	59480929	59573354	11	STX3	protein_coding
ENSG00000110321	10818597	10830657	11	EIF4G2	protein_coding
ENSG00000137700	118894824	118901616	11	SLC37A4	protein_coding
ENSG00000182450	64058774	64067503	11	KCNK4	protein_coding
ENSG00000146670	64833772	64851636	11	CDCA5	protein_coding
ENSG00000184524	787104	790123	11	CEND1	protein_coding
ENSG00000110723	108376158	108464465	11	EXPH5	protein_coding
ENSG00000166902	59573608	59578345	11	MRPL16	protein_coding
ENSG00000134812	59596741	59612974	11	GIF	protein_coding
ENSG00000219435	64067863	64072242	11	TEX40	protein_coding
ENSG00000178105	108535752	108811657	11	DDX10	protein_coding
ENSG00000162300	64851695	64855870	11	ZFPL1	protein_coding
ENSG00000134827	59620273	59634048	11	TCN1	protein_coding
ENSG00000177542	790475	798316	11	SLC25A22	protein_coding
ENSG00000173153	64073044	64084215	11	ESRRA	protein_coding
ENSG00000006534	67776048	67796744	11	ALDH3B1	protein_coding
ENSG00000148985	3818954	3847601	11	PGAP2	protein_coding
ENSG00000187066	64852451	64856847	11	TMEM262	protein_coding
ENSG00000173113	64083932	64085556	11	TRMT112	protein_coding
ENSG00000149507	59807748	59815517	11	OOSP2	protein_coding
ENSG00000185742	109292846	109299840	11	C11orf87	protein_coding
ENSG00000149823	64856796	64879332	11	VPS51	protein_coding
ENSG00000149289	109964087	110042566	11	ZC3H12C	protein_coding
ENSG00000149516	59824060	59838601	11	MS4A3	protein_coding
ENSG00000126432	64085560	64089283	11	PRDX5	protein_coding
ENSG00000236287	10833621	10880343	11	ZBED5	protein_coding
ENSG00000174165	66288108	66313709	11	ZDHHC24	protein_coding
ENSG00000214026	1968508	2005752	11	MRPL23	protein_coding
ENSG00000110328	11292423	11643552	11	GALNT18	protein_coding
ENSG00000254598	11373489	11374904	11	CSNK2A3	protein_coding
ENSG00000137710	110045605	110167447	11	RDX	protein_coding
ENSG00000168071	64107695	64125006	11	CCDC88B	protein_coding
ENSG00000170242	11862970	11980870	11	USP47	protein_coding
ENSG00000149809	64879317	64883856	11	TM7SF2	protein_coding
ENSG00000149534	59855734	59863444	11	MS4A2	protein_coding
ENSG00000110077	59939081	59952139	11	MS4A6A	protein_coding
ENSG00000174080	66330934	66336312	11	CTSF	protein_coding
ENSG00000177595	799179	809753	11	PIDD	protein_coding
ENSG00000182791	66357640	66360554	11	CCDC87	protein_coding
ENSG00000167244	2150342	2170833	11	IGF2	protein_coding
ENSG00000173992	66360292	66373490	11	CCS	protein_coding
ENSG00000137714	110300607	110335605	11	FDX1	protein_coding
ENSG00000214787	59968726	60010561	11	MS4A4E	protein_coding
ENSG00000174276	64883875	64885170	11	ZNHIT2	protein_coding
ENSG00000149806	64888100	64889945	11	FAU	protein_coding
ENSG00000162302	64126620	64139687	11	RPS6KA4	protein_coding
ENSG00000137727	110447766	110583912	11	ARHGAP20	protein_coding
ENSG00000160695	118938403	118952688	11	VPS11	protein_coding
ENSG00000129965	2153768	2182439	11	INS-IGF2	protein_coding
ENSG00000110079	60048014	60076445	11	MS4A4A	protein_coding
ENSG00000162298	64889252	64902004	11	SYVN1	protein_coding
ENSG00000254647	2181009	2182571	11	INS	protein_coding
ENSG00000177600	809647	812880	11	RPLP2	protein_coding
ENSG00000050165	11984653	12031316	11	DKK3	protein_coding
ENSG00000166926	60102304	60164069	11	MS4A6E	protein_coding
ENSG00000177105	3848208	3862213	11	RHOG	protein_coding
ENSG00000166927	60145955	60163424	11	MS4A7	protein_coding
ENSG00000239306	66384053	66394818	11	RBM14	protein_coding
ENSG00000167323	3875757	4114439	11	STIM1	protein_coding
ENSG00000168065	64323098	64340347	11	SLC22A11	protein_coding
ENSG00000180176	2185159	2193107	11	TH	protein_coding
ENSG00000173933	66384097	66434153	11	RBM4	protein_coding
ENSG00000149792	64889655	64894843	11	MRPL49	protein_coding
ENSG00000150750	111126707	111157126	11	C11orf53	protein_coding
ENSG00000196167	111164114	111175770	11	COLCA1	protein_coding
ENSG00000133816	12115543	12285334	11	MICAL2	protein_coding
ENSG00000214290	111169565	111179460	11	COLCA2	protein_coding
ENSG00000204710	64937625	64940715	11	SPDYC	protein_coding
ENSG00000166928	60146003	60185161	11	MS4A14	protein_coding
ENSG00000197891	64358113	64369820	11	SLC22A12	protein_coding
ENSG00000110777	111222977	111326355	11	POU2AF1	protein_coding
ENSG00000248643	66384097	66413940	11	RBM14-RBM4	protein_coding
ENSG00000167325	4115937	4160106	11	RRM1	protein_coding
ENSG00000173914	66432469	66445392	11	RBM4B	protein_coding
ENSG00000014216	64948037	64979477	11	CAPN1	protein_coding
ENSG00000137707	111338251	111383079	11	BTG4	protein_coding
ENSG00000110076	64373646	64490660	11	NRXN2	protein_coding
ENSG00000173898	66452719	66496697	11	SPTBN2	protein_coding
ENSG00000183644	111385510	111407756	11	C11orf88	protein_coding
ENSG00000166930	60197062	60222687	11	MS4A5	protein_coding
ENSG00000156738	60223225	60238233	11	MS4A1	protein_coding
ENSG00000204381	111411005	111432264	11	LAYN	protein_coding
ENSG00000071203	60260251	60274903	11	MS4A12	protein_coding
ENSG00000014138	65029233	65073060	11	POLA2	protein_coding
ENSG00000177666	818902	825573	11	PNPLA2	protein_coding
ENSG00000204979	60282886	60310194	11	MS4A13	protein_coding
ENSG00000149798	65082289	65089900	11	CDC42EP2	protein_coding
ENSG00000177685	826144	831991	11	EFCAB4A	protein_coding
ENSG00000133808	12297627	12380691	11	MICALCL	protein_coding
ENSG00000221996	4388493	4389616	11	OR52B4	protein_coding
ENSG00000133884	65101225	65120720	11	DPF2	protein_coding
ENSG00000170145	111473115	111601577	11	SIK2	protein_coding
ENSG00000166959	60467047	60483284	11	MS4A8	protein_coding
ENSG00000173825	65122238	65125084	11	TIGD3	protein_coding
ENSG00000197702	12398732	12552348	11	PARVA	protein_coding
ENSG00000166961	60524426	60544205	11	MS4A15	protein_coding
ENSG00000183734	2289725	2292182	11	ASCL2	protein_coding
ENSG00000173715	66511922	66610987	11	C11orf80	protein_coding
ENSG00000162241	65142663	65151172	11	SLC25A45	protein_coding
ENSG00000137713	111597632	111637151	11	PPP2R1B	protein_coding
ENSG00000132109	4406127	4414926	11	TRIM21	protein_coding
ENSG00000110665	2316875	2324279	11	C11orf21	protein_coding
ENSG00000181963	4470525	4471591	11	OR52K2	protein_coding
ENSG00000196778	4510109	4511138	11	OR52K1	protein_coding
ENSG00000197790	4566421	4567374	11	OR52M1	protein_coding
ENSG00000171987	4592653	4599050	11	C11orf40	protein_coding
ENSG00000226288	4608021	4609135	11	OR52I2	protein_coding
ENSG00000232268	4615037	4616243	11	OR52I1	protein_coding
ENSG00000167333	4619902	4629489	11	TRIM68	protein_coding
ENSG00000172689	60552821	60568778	11	MS4A10	protein_coding
ENSG00000177697	832843	839831	11	CD151	protein_coding
ENSG00000126391	65154070	65180996	11	FRMD8	protein_coding
ENSG00000110104	60609544	60618554	11	CCDC86	protein_coding
ENSG00000183134	60618413	60623444	11	PTGDR2	protein_coding
ENSG00000064201	2323227	2339430	11	TSPAN32	protein_coding
ENSG00000149506	60635035	60643166	11	ZP1	protein_coding
ENSG00000173727	65222728	65234028	11	AP000769.1	protein_coding
ENSG00000197428	4660945	4662068	11	OR51D1	protein_coding
ENSG00000180785	4664650	4676718	11	OR51E1	protein_coding
ENSG00000167332	4701401	4719084	11	OR51E2	protein_coding
ENSG00000110107	60658202	60674060	11	PRPF19	protein_coding
ENSG00000167346	4726157	5013659	11	MMP26	protein_coding
ENSG00000142186	65292548	65306175	11	SCYL1	protein_coding
ENSG00000188069	4790209	4791168	11	OR51F1	protein_coding
ENSG00000176937	4824663	4825847	11	OR52R1	protein_coding
ENSG00000177700	837356	842545	11	POLR2L	protein_coding
ENSG00000176925	4842551	4843686	11	OR51F2	protein_coding
ENSG00000176922	4869427	4870514	11	OR51S1	protein_coding
ENSG00000176900	4903049	4904113	11	OR51T1	protein_coding
ENSG00000176895	4928600	4929538	11	OR51A7	protein_coding
ENSG00000176893	4935900	4936922	11	OR51G2	protein_coding
ENSG00000176879	4944531	4945637	11	OR51G1	protein_coding
ENSG00000173653	66610306	66614017	11	RCE1	protein_coding
ENSG00000110108	60681346	60690915	11	TMEM109	protein_coding
ENSG00000214063	842808	867116	11	TSPAN4	protein_coding
ENSG00000205497	4967355	4968356	11	OR51A4	protein_coding
ENSG00000205496	4976002	4976943	11	OR51A2	protein_coding
ENSG00000176798	5020213	5021160	11	OR51L1	protein_coding
ENSG00000205495	5067756	5068691	11	OR52J3	protein_coding
ENSG00000176787	5079880	5080857	11	OR52E2	protein_coding
ENSG00000171944	5152922	5153872	11	OR52A5	protein_coding
ENSG00000006118	60691935	60704631	11	TMEM132A	protein_coding
ENSG00000182070	5172239	5207612	11	OR52A1	protein_coding
ENSG00000086848	111652919	111742305	11	ALG9	protein_coding
ENSG00000176742	5220965	5221930	11	OR51V1	protein_coding
ENSG00000244734	5246694	5250625	11	HBB	protein_coding
ENSG00000173599	66615704	66725847	11	PC	protein_coding
ENSG00000110651	2397407	2418649	11	CD81	protein_coding
ENSG00000187079	12695969	12966298	11	TEAD1	protein_coding
ENSG00000223609	5253908	5256600	11	HBD	protein_coding
ENSG00000168056	65306276	65326401	11	LTBP3	protein_coding
ENSG00000110446	60704556	60720002	11	SLC15A3	protein_coding
ENSG00000213934	5269313	5271122	11	HBG1	protein_coding
ENSG00000258529	111657010	111750149	11	ALG9	protein_coding
ENSG00000255561	111744780	111751967	11	FDXACB1	protein_coding
ENSG00000133794	13298199	13408813	11	ARNTL	protein_coding
ENSG00000173621	66624118	66627946	11	LRFN4	protein_coding
ENSG00000196565	5274420	5667019	11	HBG2	protein_coding
ENSG00000173237	66742748	66744475	11	C11orf86	protein_coding
ENSG00000173227	66774249	66818334	11	SYT12	protein_coding
ENSG00000013725	60739115	60787849	11	CD6	protein_coding
ENSG00000177830	867357	915058	11	CHID1	protein_coding
ENSG00000137720	111749659	111756699	11	C11orf1	protein_coding
ENSG00000213931	5289582	5526847	11	HBE1	protein_coding
ENSG00000109846	111779289	111794446	11	CRYAB	protein_coding
ENSG00000183251	5322244	5323226	11	OR51B4	protein_coding
ENSG00000173465	65337901	65341413	11	SSSCA1	protein_coding
ENSG00000184881	5344541	5345582	11	OR51B2	protein_coding
ENSG00000242180	5363744	5364809	11	OR51B5	protein_coding
ENSG00000176239	5372738	5373676	11	OR51B6	protein_coding
ENSG00000176973	65339820	65341669	11	FAM89B	protein_coding
ENSG00000170276	111782966	111789574	11	HSPB2	protein_coding
ENSG00000254445	111783460	111797595	11	HSPB2-C11orf52	protein_coding
ENSG00000149300	111788756	111797596	11	C11orf52	protein_coding
ENSG00000184698	5410607	5411664	11	OR51M1	protein_coding
ENSG00000167360	5443341	5444436	11	OR51Q1	protein_coding
ENSG00000167359	5461800	5462744	11	OR51I1	protein_coding
ENSG00000187918	5474638	5475707	11	OR51I2	protein_coding
ENSG00000181609	5509915	5510979	11	OR52D1	protein_coding
ENSG00000175520	5528530	5531215	11	UBQLN3	protein_coding
ENSG00000184281	2421718	2425106	11	TSSC4	protein_coding
ENSG00000173442	65343509	65360121	11	EHBP1L1	protein_coding
ENSG00000175518	5535623	5537935	11	UBQLNL	protein_coding
ENSG00000181616	5565719	5566779	11	OR52H1	protein_coding
ENSG00000187747	5602107	5603114	11	OR52B6	protein_coding
ENSG00000173156	66824289	66839484	11	RHOD	protein_coding
ENSG00000148925	13409548	13484844	11	BTBD10	protein_coding
ENSG00000121236	5617339	5634188	11	TRIM6	protein_coding
ENSG00000150764	111797868	111893308	11	DIXDC1	protein_coding
ENSG00000110448	60869867	60895324	11	CD5	protein_coding
ENSG00000070985	2425745	2444275	11	TRPM5	protein_coding
ENSG00000173120	66886740	67025558	11	KDM2A	protein_coding
ENSG00000167987	60897728	60929089	11	VPS37C	protein_coding
ENSG00000152266	13513602	13517728	11	PTH	protein_coding
ENSG00000229859	60970779	60980570	11	PGA3	protein_coding
ENSG00000197601	13690217	13753893	11	FAR1	protein_coding
ENSG00000150768	111895538	111935114	11	DLAT	protein_coding
ENSG00000173020	67033881	67054027	11	ADRBK1	protein_coding
ENSG00000053918	2465914	2870339	11	KCNQ1	protein_coding
ENSG00000258588	5617955	5665628	11	TRIM6-TRIM34	protein_coding
ENSG00000150773	111934734	111944998	11	PIH1D2	protein_coding
ENSG00000229183	60989688	61018929	11	PGA4	protein_coding
ENSG00000258659	5640994	5665628	11	TRIM34	protein_coding
ENSG00000133818	14299472	14386052	11	RRAS2	protein_coding
ENSG00000183020	924894	1012239	11	AP2A2	protein_coding
ENSG00000132256	5684425	5959849	11	TRIM5	protein_coding
ENSG00000150776	111944810	111955874	11	C11orf57	protein_coding
ENSG00000129757	2904443	2907111	11	CDKN1C	protein_coding
ENSG00000150779	111955524	111957522	11	TIMM8B	protein_coding
ENSG00000256713	61008514	61018920	11	PGA5	protein_coding
ENSG00000254827	2909010	2924970	11	SLC22A18AS	protein_coding
ENSG00000204370	111957497	111990353	11	SDHD	protein_coding
ENSG00000110628	2920951	2946476	11	SLC22A18	protein_coding
ENSG00000132274	5710919	5758319	11	TRIM22	protein_coding
ENSG00000129083	14464986	14521573	11	COPB1	protein_coding
ENSG00000167992	61025762	61062896	11	VWCE	protein_coding
ENSG00000184956	1012821	1036706	11	MUC6	protein_coding
ENSG00000129084	14515329	14665181	11	PSMA1	protein_coding
ENSG00000172932	67056018	67069956	11	ANKRD13D	protein_coding
ENSG00000181023	5757681	5758768	11	OR56B1	protein_coding
ENSG00000181074	5775923	5776959	11	OR52N4	protein_coding
ENSG00000181009	5798864	5799897	11	OR52N5	protein_coding
ENSG00000181001	5809084	5810046	11	OR52N1	protein_coding
ENSG00000180988	5841544	5842578	11	OR52N2	protein_coding
ENSG00000205409	5862158	5863182	11	OR52E6	protein_coding
ENSG00000183269	5877904	5878964	11	OR52E8	protein_coding
ENSG00000150782	112013974	112034840	11	IL18	protein_coding
ENSG00000180974	5905501	5906527	11	OR52E4	protein_coding
ENSG00000184478	5968570	5969591	11	OR56A3	protein_coding
ENSG00000150783	112038095	112043282	11	TEX12	protein_coding
ENSG00000172830	67070919	67080078	11	SSH3	protein_coding
ENSG00000198788	1074875	1104419	11	MUC2	protein_coding
ENSG00000183313	6007122	6008215	11	OR52L1	protein_coding
ENSG00000183389	6023216	6024424	11	OR56A4	protein_coding
ENSG00000180934	6047901	6048971	11	OR56A1	protein_coding
ENSG00000180919	6128914	6130065	11	OR56B4	protein_coding
ENSG00000197580	112046190	112095422	11	BCO2	protein_coding
ENSG00000255307	6190560	6191638	11	OR52B2	protein_coding
ENSG00000175485	6220376	6221489	11	OR52W1	protein_coding
ENSG00000180878	6226796	6232362	11	C11orf42	protein_coding
ENSG00000175482	67118248	67124443	11	POLD4	protein_coding
ENSG00000051009	6232565	6255941	11	FAM160A2	protein_coding
ENSG00000175505	67131639	67141648	11	CLCF1	protein_coding
ENSG00000167986	61066923	61110068	11	DDB1	protein_coding
ENSG00000150787	112097088	112140678	11	PTS	protein_coding
ENSG00000172613	67159176	67165881	11	RAD9A	protein_coding
ENSG00000188771	112118876	112131583	11	PLET1	protein_coding
ENSG00000132259	6255995	6265659	11	CNGA4	protein_coding
ENSG00000110148	6280966	6293357	11	CCKBR	protein_coding
ENSG00000149294	112831997	113149158	11	NCAM1	protein_coding
ENSG00000256206	14515329	14541890	11	PSMA1	protein_coding
ENSG00000170955	6340176	6341877	11	PRKCDBP	protein_coding
ENSG00000152270	14665269	14892350	11	PDE3B	protein_coding
ENSG00000172531	67165654	67188654	11	PPP1CA	protein_coding
ENSG00000186104	14899553	14913798	11	CYP2R1	protein_coding
ENSG00000175868	14926543	15103888	11	CALCB	protein_coding
ENSG00000166311	6411655	6416228	11	SMPD1	protein_coding
ENSG00000110680	14988214	14993900	11	CALCA	protein_coding
ENSG00000175463	67171386	67177560	11	TBC1D10C	protein_coding
ENSG00000188487	15133970	15268754	11	INSC	protein_coding
ENSG00000149476	61100682	61120767	11	DAK	protein_coding
ENSG00000172508	67182439	67193078	11	CARNS1	protein_coding
ENSG00000166313	6416355	6440644	11	APBB1	protein_coding
ENSG00000175634	67195931	67202872	11	RPS6KB2	protein_coding
ENSG00000149292	113185251	113254266	11	TTC12	protein_coding
ENSG00000110693	15987995	16761138	11	SOX6	protein_coding
ENSG00000162144	61116217	61129771	11	CYB561A3	protein_coding
ENSG00000110696	16634679	16778428	11	C11orf58	protein_coding
ENSG00000149483	61129473	61136981	11	TMEM138	protein_coding
ENSG00000213402	67202981	67205538	11	PTPRCAP	protein_coding
ENSG00000172725	67205519	67211292	11	CORO1B	protein_coding
ENSG00000110169	6452279	6463847	11	HPX	protein_coding
ENSG00000187049	61159159	61166335	11	TMEM216	protein_coding
ENSG00000166689	16799842	17035990	11	PLEKHA7	protein_coding
ENSG00000175514	67218772	67220200	11	GPR152	protein_coding
ENSG00000175544	67219877	67226699	11	CABP4	protein_coding
ENSG00000149532	61170121	61197503	11	CPSF7	protein_coding
ENSG00000172663	67231824	67236743	11	TMEM134	protein_coding
ENSG00000170209	113258513	113271140	11	ANKK1	protein_coding
ENSG00000110171	6469843	6495689	11	TRIM3	protein_coding
ENSG00000110700	17095936	17099334	11	RPS13	protein_coding
ENSG00000149295	113280318	113346413	11	DRD2	protein_coding
ENSG00000011405	17099277	17229530	11	PIK3C2A	protein_coding
ENSG00000110711	67250512	67258574	11	AIP	protein_coding
ENSG00000166682	113558272	113577095	11	TMPRSS5	protein_coding
ENSG00000132254	6496910	6502666	11	ARFIP2	protein_coding
ENSG00000110697	67259239	67273734	11	PITPNM1	protein_coding
ENSG00000256591	61196692	61253294	11	RP11-286N22.8	protein_coding
ENSG00000086827	113603909	113644533	11	ZW10	protein_coding
ENSG00000167985	61197514	61215001	11	SDHAF2	protein_coding
ENSG00000070081	17229700	17371521	11	NUCB2	protein_coding
ENSG00000228607	113650469	113651222	11	CLDN25	protein_coding
ENSG00000132286	6502677	6505909	11	TIMM10B	protein_coding
ENSG00000048028	113668596	113746292	11	USP28	protein_coding
ENSG00000162148	61248592	61258403	11	PPP1R32	protein_coding
ENSG00000265264	6502715	6530208	11	TIMM10B	protein_coding
ENSG00000204950	61276272	61278482	11	LRRC10B	protein_coding
ENSG00000188211	17373273	17398888	11	NCR3LG1	protein_coding
ENSG00000179532	6518490	6614988	11	DNHD1	protein_coding
ENSG00000011347	61282785	61348620	11	SYT7	protein_coding
ENSG00000167797	67273968	67276120	11	CDK2AP2	protein_coding
ENSG00000187486	17407406	17410878	11	KCNJ11	protein_coding
ENSG00000134780	61447905	61514473	11	DAGLA	protein_coding
ENSG00000006071	17414432	17498449	11	ABCC8	protein_coding
ENSG00000124920	61520114	61555990	11	MYRF	protein_coding
ENSG00000132275	6616305	6624850	11	RRP8	protein_coding
ENSG00000166333	6624961	6632102	11	ILK	protein_coding
ENSG00000149305	113775399	113817287	11	HTR3B	protein_coding
ENSG00000166736	113845603	113861035	11	HTR3A	protein_coding
ENSG00000134825	61535973	61560274	11	TMEM258	protein_coding
ENSG00000168496	61560109	61564716	11	FEN1	protein_coding
